,phrase,movie_wikipedia_id,movie_freebase_id,movie_name,movie_release_date,box_office,runtime,languages,countries,genres,movie_imdb_id,plot,movie_release_date_decade,tf-idf,blurb_idx,blurb
2793,film,73372,/m/0jq3g,Blacksmith Scene,1893.0,,0.566666666667,['Silent film'],['United States of America'],"['Short Film', 'Silent film', 'Indie', 'Black-and-white']",tt0000005,"The scene is all filmed from a stationary camera. On screen is a large anvil with a blacksmith behind it and one to either side . The smith in the middle uses a heated metal rod he has removed from a fire and places it on the anvil. All three begin a rhythmic hammering. After several blows the metal rod is returned to the fire. One smith pulls out a bottle of beer, and they each take a drink. Following this drink they then resume their work.{{cite web}}",1890.0,0.0830200570450016,17,...scene is all filmed from a stationary camera. On screen is a large anvil with a blacksmith behind it and one to e
2865,astronomer,34599946,/m/0j29gzb,The Astronomer's Dream,1898.0,,3.0,['Silent film'],['France'],"['Short Film', 'Silent film', 'Fantasy']",tt0000211,"In the observatory, the astronomer is studying at his desk. Satan appears, then a woman appears and makes Satan vanish. Then she disappears. The astronomer draws a globe on a blackboard. The globe develops a sun-like head and limbs and starts to move on the blackboard. The astronomer looks through a small telescope. The moon appears in a building as a large face. It has eaten the astronomer's telescope. Men tumble from its mouth. Then the moon is in the sky. The astronomer, in different dress, stands on a table, which disappears. He falls. The moon becomes a crescent. A spirit, in the form of a lady, appears from it. The astronomer chases her, but she eludes him. Now another figure stands in the crescent of the moon, before reclining into its C shape. The moon appears as a large face again, and the astronomer jumps into its mouth. a woman and Satan appears. The astronomer appears again. Then, in the observatory, the astronomer is sitting asleep in his chair.",1890.0,0.0393976222569035,24,"...observatory, the astronomer is studying at his desk. Satan appears, then a woman appears and makes Satan vanish. Then"
1832,water,9419760,/m/02883bf,L'Arroseur Arrosé,1895.0,,0.816666666667,['Silent film'],['France'],"['Short Film', 'Silent film', 'Indie', 'Comedy']",tt0000014,"Shot in Lyon in the spring of 1895, the film portrays a simple practical joke in which a gardener is tormented by a boy who steps on the hose that the gardener is using to water his plants, cutting off the water flow. When the gardener tilts the nozzle up to inspect it, the boy releases the hose, causing the water to spray him. The gardener is stunned and his hat is knocked off, but he soon catches on. A chase ensues, both on and off-screen  until the gardener catches the boy and administers a spanking. The entire film lasts only 49 seconds, but this simple bit of slapstick may be the forerunner of all subsequent film comedy.L'Arroseur arrosé",1890.0,0.0360956769760876,172,"...is using to water his plants, cutting off the water flow. When the gardener tilts the nozzle up to inspect it, t"
2080,camera,73372,/m/0jq3g,Blacksmith Scene,1893.0,,0.566666666667,['Silent film'],['United States of America'],"['Short Film', 'Silent film', 'Indie', 'Black-and-white']",tt0000005,"The scene is all filmed from a stationary camera. On screen is a large anvil with a blacksmith behind it and one to either side . The smith in the middle uses a heated metal rod he has removed from a fire and places it on the anvil. All three begin a rhythmic hammering. After several blows the metal rod is returned to the fire. One smith pulls out a bottle of beer, and they each take a drink. Following this drink they then resume their work.{{cite web}}",1890.0,0.0360956769760876,42,...from a stationary camera. On screen is a large anvil with a blacksmith behind it and one to either side . The smith in
3232,clown,32035288,/m/0gw_s7z,Adventures of William Tell,1898.0,,,['Silent film'],['France'],['Silent film'],tt0222768,"A clown constructs a mannequin of William Tell and places a piece of fruit on its head but the mannequin comes to life and hurls the fruit at the clown before he can take aim with his crossbow. The clown check removes and replaces the mannequin’s arm and head, at which point it comes to life again, tramples the clown and makes its escape, with the now irate clown in pursuit.",1890.0,0.0307644310149828,2,...clown constructs a mannequin of William Tell and places a piece of fruit on its head but the mannequ
2180,horse,10624891,/m/02qkk0c,La Voltige,1895.0,,0.766666666667,['Silent film'],['France'],"['Short Film', 'Silent film', 'Indie', 'Black-and-white']",tt0000033,"Three men and a horse stand in a field. The first man in white holds the reins of the horse, the second man in black stands observing while the third man attempts to mount the horse. After six unsuccessful attempts he is finally able to seat himself and is set to ride off Sidesaddle.",1890.0,0.0216574061856526,16,"...men and a horse stand in a field. The first man in white holds the reins of the horse, the second man in black"
2481,moon,34599946,/m/0j29gzb,The Astronomer's Dream,1898.0,,3.0,['Silent film'],['France'],"['Short Film', 'Silent film', 'Fantasy']",tt0000211,"In the observatory, the astronomer is studying at his desk. Satan appears, then a woman appears and makes Satan vanish. Then she disappears. The astronomer draws a globe on a blackboard. The globe develops a sun-like head and limbs and starts to move on the blackboard. The astronomer looks through a small telescope. The moon appears in a building as a large face. It has eaten the astronomer's telescope. Men tumble from its mouth. Then the moon is in the sky. The astronomer, in different dress, stands on a table, which disappears. He falls. The moon becomes a crescent. A spirit, in the form of a lady, appears from it. The astronomer chases her, but she eludes him. Now another figure stands in the crescent of the moon, before reclining into its C shape. The moon appears as a large face again, and the astronomer jumps into its mouth. a woman and Satan appears. The astronomer appears again. Then, in the observatory, the astronomer is sitting asleep in his chair.",1890.0,0.0180478384880438,322,...telescope. The moon appears in a building as a large face. It has eaten the astronomer's telescope. Men tumble from
1882,satan,4062042,/m/0bg4qm,Le Manoir du diable,1896.0,,3.0,[],['France'],"['Short Film', 'Silent film', 'Horror', 'Indie', 'Black-and-white']",tt0000091,"The film starts off with a large bat flying into a medieval castle. Once in, the bat circles slowly while flapping its monstrous wings before suddenly changing into Mephistopheles . After preparing a cauldron, the demon produces skeletons, ghosts, and witches from its bubbling contents before one of the summoned underworld cavaliers holds up a crucifix and Satan vanishes in a blast of smoke.",1890.0,0.0153822155074914,359,...up a crucifix and Satan vanishes in a blast of smoke.
507,game,10534885,/m/02qh1dy,Partie de cartes,1895.0,,0.716666666667,['Silent film'],['France'],"['Short Film', 'Silent film', 'Indie', 'Black-and-white', 'Documentary']",tt0000026,"Three older men, wearing hats and smoking cigars, are sitting at a patio. Two of the men are playing cards  at a table while the third man sits watching. As the game continues a  waiter walks across carrying a tray with a bottle of wine and glasses on it. The man sitting at the table then proceeds to pour the drinks while the waiter observes the card game.",1890.0,0.014438270790435,161,...watching. As the game continues a  waiter walks across carrying a tray with a bottle of wine and glasses on it. The m
2942,people,10536621,/m/02qh3pt,Place des Cordeliers à Lyon,1895.0,,0.666666666667,['Silent film'],['France'],"['Short Film', 'Silent film', 'Indie', 'Black-and-white', 'Documentary']",tt0000027,"The film has no plot as such but is instead a stationary camera positioned on the Place des Cordeliers in Lyon. The camera observes the traffic passing along the street, including people walking and a number of horses pulling carriages.",1890.0,0.014438270790435,180,"...street, including people walking and a number of horses pulling carriages."
3021,beach,10330688,/m/02q8pr6,Autour d'une cabine,1895.0,,15.0,['Silent film'],['France'],"['Short Film', 'Silent film', 'Animation', 'Comedy', 'Indie']",tt0000015,The film consists of a series of animations on a beach containing two beach huts and a diving board. Two characters play at diving into the water from the diving board and then appear on the beach. The woman begins to play with a small dog and is then joined by a gentleman. The two play around on the beach before getting changed into bathing costumes and going into the water. They bob up and down in the water before swimming out of the scene. Once the couple have gone a man sails out in a boat.,1890.0,0.014438270790435,49,...of animations on a beach containing two beach huts and a diving board. Two characters play at diving into the water fro
734,mannequin,32035288,/m/0gw_s7z,Adventures of William Tell,1898.0,,,['Silent film'],['France'],['Silent film'],tt0222768,"A clown constructs a mannequin of William Tell and places a piece of fruit on its head but the mannequin comes to life and hurls the fruit at the clown before he can take aim with his crossbow. The clown check removes and replaces the mannequin’s arm and head, at which point it comes to life again, tramples the clown and makes its escape, with the now irate clown in pursuit.",1890.0,0.0131325407523011,21,...clown constructs a mannequin of William Tell and places a piece of fruit on its head but the mannequin comes to life an
1714,metal,73372,/m/0jq3g,Blacksmith Scene,1893.0,,0.566666666667,['Silent film'],['United States of America'],"['Short Film', 'Silent film', 'Indie', 'Black-and-white']",tt0000005,"The scene is all filmed from a stationary camera. On screen is a large anvil with a blacksmith behind it and one to either side . The smith in the middle uses a heated metal rod he has removed from a fire and places it on the anvil. All three begin a rhythmic hammering. After several blows the metal rod is returned to the fire. One smith pulls out a bottle of beer, and they each take a drink. Following this drink they then resume their work.{{cite web}}",1890.0,0.0123013151036342,168,...uses a heated metal rod he has removed from a fire and places it on the anvil. All three begin a rhythmic hammerin
2549,diving,10330688,/m/02q8pr6,Autour d'une cabine,1895.0,,15.0,['Silent film'],['France'],"['Short Film', 'Silent film', 'Animation', 'Comedy', 'Indie']",tt0000015,The film consists of a series of animations on a beach containing two beach huts and a diving board. Two characters play at diving into the water from the diving board and then appear on the beach. The woman begins to play with a small dog and is then joined by a gentleman. The two play around on the beach before getting changed into bathing costumes and going into the water. They bob up and down in the water before swimming out of the scene. Once the couple have gone a man sails out in a boat.,1890.0,0.0123013151036342,87,...beach huts and a diving board. Two characters play at diving into the water from the diving board and then appear on 
1347,wine,10534885,/m/02qh1dy,Partie de cartes,1895.0,,0.716666666667,['Silent film'],['France'],"['Short Film', 'Silent film', 'Indie', 'Black-and-white', 'Documentary']",tt0000026,"Three older men, wearing hats and smoking cigars, are sitting at a patio. Two of the men are playing cards  at a table while the third man sits watching. As the game continues a  waiter walks across carrying a tray with a bottle of wine and glasses on it. The man sitting at the table then proceeds to pour the drinks while the waiter observes the card game.",1890.0,0.0115366616306185,232,...with a bottle of wine and glasses on it. The man sitting at the table then proceeds to pour the drinks while the wait
382,boxing,10104497,/m/02q1zd3,Corbett and Courtney Before the Kinetograph,1894.0,,,['Silent film'],['United States of America'],"['Short Film', 'Silent film', 'Indie', 'Black-and-white']",tt0000007,James J. Corbett and Peter Courtney both take part in a specially arranged boxing match under special conditions that allow for it to be filmed and displayed on a Kinetograph. The match consists of six one-minute rounds. James J. Corbett was a boxing hero of the time while Courtney was the underdog.,1890.0,0.0115366616306185,75,...specially arranged boxing match under special conditions that allow for it to be filmed and displayed on a Kinetograph.
2809,house,32079836,/m/0gwycxv,On the Roof,1897.0,,1.18333333333,['Silent film'],['France'],"['Short Film', 'Silent film']",tt0224189,"A woman calls for help from her window as two burglars climb over the roofs into her house, tie her up and throw her out of the window. A policeman hears her cries and climbs onto the roof, only to be trapped by the burglars before they make their escape.",1890.0,0.0108287030928263,85,"...the roofs into her house, tie her up and throw her out of the window. A policeman hears her cries and climbs onto the r"
1871,time,10104497,/m/02q1zd3,Corbett and Courtney Before the Kinetograph,1894.0,,,['Silent film'],['United States of America'],"['Short Film', 'Silent film', 'Indie', 'Black-and-white']",tt0000007,James J. Corbett and Peter Courtney both take part in a specially arranged boxing match under special conditions that allow for it to be filmed and displayed on a Kinetograph. The match consists of six one-minute rounds. James J. Corbett was a boxing hero of the time while Courtney was the underdog.,1890.0,0.0108287030928263,263,...boxing hero of the time while Courtney was the underdog.
3378,play,10104497,/m/02q1zd3,Corbett and Courtney Before the Kinetograph,1894.0,,,['Silent film'],['United States of America'],"['Short Film', 'Silent film', 'Indie', 'Black-and-white']",tt0000007,James J. Corbett and Peter Courtney both take part in a specially arranged boxing match under special conditions that allow for it to be filmed and displayed on a Kinetograph. The match consists of six one-minute rounds. James J. Corbett was a boxing hero of the time while Courtney was the underdog.,1890.0,0.0108287030928263,151,...be filmed and displayed on a Kinetograph. The match consists of six one-minute rounds. James J. Corbett was a boxing 
2933,life,32035288,/m/0gw_s7z,Adventures of William Tell,1898.0,,,['Silent film'],['France'],['Silent film'],tt0222768,"A clown constructs a mannequin of William Tell and places a piece of fruit on its head but the mannequin comes to life and hurls the fruit at the clown before he can take aim with his crossbow. The clown check removes and replaces the mannequin’s arm and head, at which point it comes to life again, tramples the clown and makes its escape, with the now irate clown in pursuit.",1890.0,0.0108287030928263,114,...mannequin comes to life and hurls the fruit at the clown before he can take aim with his crossbow. The clown check remo
527,newspaper,34573948,/m/0j28m6r,Playing Cards,1896.0,,1.0,['Silent film'],['France'],"['Short Film', 'Biographical film']",tt0000132,"Three men are sitting at a table, two of them playing cards while the third smokes and reads a newspaper. The man who is not playing cards calls over a young girl and has her fetch a woman with a bottle of wine. He proceeds to pour glasses for himself and his friends. After drinking the wine, the man reads a story out of the newspaper causing his friends to laugh.",1890.0,0.0108287030928263,95,...smokes and reads a newspaper. The man who is not playing cards calls over a young girl and has her fetch a woman with a
2856,poster,28374378,/m/0crd6d5,Défense d'afficher,1896.0,,,['Silent film'],['France'],"['Short Film', 'Silent film']",tt0000069,"A sentry marches past a wall, upon which is painted Défense d'afficher . A bill poster waits for him to pass and pastes up an advertising bill. A second bill poster covers the first ad with a larger poster. The two bill posters squabble, and then flee at the approach of the sentry. The sentry is then reprimanded by his commander for the defacing of the wall.",1890.0,0.0108287030928263,80,.... A bill poster waits for him to pass and pastes up an advertising bill. A second bill poster covers the firs
2589,shot,10537471,/m/02qh4yb,Repas de bébé,1895.0,,,['Silent film'],['France'],"['Short Film', 'Silent film', 'Indie', 'Black-and-white']",tt0000029,"The film consists of one shot of Auguste Lumière, his wife and baby daughter having breakfast in the countryside.",1890.0,0.0108287030928263,25,"...consists of one shot of Auguste Lumière, his wife and baby daughter having breakfast in the countryside."
629,falls,10109752,/m/02q23xk,Miss Jerry,1894.0,,,['Silent film'],['United States of America'],"['Short Film', 'Silent film', 'Indie', 'Black-and-white']",tt0000009,"After finding out that her father is suffering financial problems, Jerry Holbrook decides to start a career in journalism in the heart of New York. While working she falls in love with the editor of her paper, Mr. Hamilton. After being offered a job in London the couple initially have problems but Jerry accepts a proposal of marriage and they leave for London together.",1890.0,0.0108287030928263,166,"...While working she falls in love with the editor of her paper, Mr. Hamilton. After being offered a job in London the co"
3035,elizabethan,32034599,/m/0gx0f66,The Magician,1898.0,,,['Silent film'],['France'],['Silent film'],tt0214902,"A wizard conjures a table and a box out of thin air, and then vanishes as he jumps toward the box. Pierrot emerges from the box and takes a seat, when suddenly a banquet appears on the table, but it vanishes along with the table and chair before he can eat. A man in an Elizabethan doublet taps him on the shoulder and he is transformed into a Renaissance sculptor. Lifting a half finished bust onto a pedestal he prepares to set to work on it with a hammer and chisel only for it to come to life and snatch his tools from him. He attempts to embrace the sculture only for it to disappear and reappear in a variety of poses. Finally the Elizabethan man reappears to kick him in the rump.",1890.0,0.0100330411074879,270,...eat. A man in an Elizabethan doublet taps him on the shoulder and he is transformed into a Renaissance sculptor. Lift
